OTU	ASVs
OTU3428	ASV6478, ASV8526, ASV8792, ASV9315
OTU3429	ASV6480
OTU3430	ASV6483, ASV6632, ASV9094
OTU3431	ASV6484
OTU3432	ASV6486
OTU3433	ASV6487, ASV8635, ASV10833
OTU3434	ASV6490
OTU3435	ASV6491
OTU3436	ASV6492
OTU3437	ASV6493
OTU3438	ASV6494
OTU3439	ASV6495
OTU3440	ASV6496
OTU3441	ASV6500
OTU3442	ASV6503
OTU3443	ASV6505
OTU3444	ASV6506
OTU3445	ASV6509, ASV11176
OTU3446	ASV6510
OTU3447	ASV6512, ASV11671
OTU3448	ASV6513
OTU3449	ASV6515
OTU3450	ASV6517
OTU3451	ASV6518
OTU3452	ASV6519
OTU3453	ASV6520
OTU3454	ASV6525
OTU3455	ASV6526
OTU3456	ASV6527
OTU3457	ASV6528, ASV6634
OTU3458	ASV6529
OTU3459	ASV6532
OTU3460	ASV6533, ASV11918
OTU3461	ASV6541
OTU3462	ASV6543
OTU3463	ASV6545, ASV8084
OTU3464	ASV6546
OTU3465	ASV6548
OTU3466	ASV6549
OTU3467	ASV6550, ASV11599
OTU3468	ASV6552
OTU3469	ASV6558
OTU3470	ASV6559
OTU3471	ASV6560
OTU3472	ASV6561
OTU3473	ASV6562
OTU3474	ASV6563, ASV10236
OTU3475	ASV6564
OTU3476	ASV6566
OTU3477	ASV6567
OTU3478	ASV6574
OTU3479	ASV6575
OTU3480	ASV6576
OTU3481	ASV6577
OTU3482	ASV6578, ASV8079
OTU3483	ASV6581
OTU3484	ASV6582
OTU3485	ASV6585
OTU3486	ASV6589
OTU3487	ASV6591
OTU3488	ASV6593, ASV10328
OTU3489	ASV6595
OTU3490	ASV6596, ASV11107
OTU3491	ASV6598, ASV7534
OTU3492	ASV6605
OTU3493	ASV6606
OTU3494	ASV6609
OTU3495	ASV6612
OTU3496	ASV6614
OTU3497	ASV6616
OTU3498	ASV6619
OTU3499	ASV6620
OTU3500	ASV6621
OTU3501	ASV6622
OTU3502	ASV6623
OTU3503	ASV6625
OTU3504	ASV6626
OTU3505	ASV6627
OTU3506	ASV6631
OTU3507	ASV6636, ASV9905
OTU3508	ASV6638, ASV10793
OTU3509	ASV6640
OTU3510	ASV6641
OTU3511	ASV6643
OTU3512	ASV6645
OTU3513	ASV6646
OTU3514	ASV6647
OTU3515	ASV6648, ASV7110
OTU3516	ASV6651
OTU3517	ASV6652
OTU3518	ASV6653
OTU3519	ASV6654
OTU3520	ASV6655
OTU3521	ASV6657
OTU3522	ASV6659
OTU3523	ASV6661
OTU3524	ASV6666
OTU3525	ASV6667
OTU3526	ASV6669, ASV9192
OTU3527	ASV6670
OTU3528	ASV6671
OTU3529	ASV6673
OTU3530	ASV6674
OTU3531	ASV6676
OTU3532	ASV6677
OTU3533	ASV6678
OTU3534	ASV6679
OTU3535	ASV6682
OTU3536	ASV6683
OTU3537	ASV6684
OTU3538	ASV6685
OTU3539	ASV6687, ASV7506
OTU3540	ASV6689
OTU3541	ASV6690
OTU3542	ASV6692
OTU3543	ASV6693
OTU3544	ASV6694
OTU3545	ASV6695, ASV8602
OTU3546	ASV6696
OTU3547	ASV6579, ASV6700
OTU3548	ASV6701
OTU3549	ASV6705
OTU3550	ASV6706
OTU3551	ASV6708
OTU3552	ASV6710
OTU3553	ASV6711
OTU3554	ASV6712, ASV7708, ASV11205
OTU3555	ASV6713, ASV9856
OTU3556	ASV6715, ASV11193
OTU3557	ASV6717
OTU3558	ASV6718
OTU3559	ASV6719
OTU3560	ASV6720
OTU3561	ASV6722, ASV8191, ASV8237, ASV8874, ASV11406, ASV11654
OTU3562	ASV6723
OTU3563	ASV6724, ASV6882, ASV8379
OTU3564	ASV6727
OTU3565	ASV6728
OTU3566	ASV6729, ASV10791
OTU3567	ASV6731
OTU3568	ASV6733
OTU3569	ASV6735
OTU3570	ASV6738
OTU3571	ASV6739
OTU3572	ASV1230, ASV6742
OTU3573	ASV6744, ASV11658
OTU3574	ASV6746
OTU3575	ASV6749
OTU3576	ASV6750
OTU3577	ASV6751, ASV8871
OTU3578	ASV6752, ASV8221
OTU3579	ASV6753
OTU3580	ASV6754
OTU3581	ASV6755
OTU3582	ASV6756
OTU3583	ASV6757
OTU3584	ASV6758
OTU3585	ASV6759
OTU3586	ASV6761, ASV11609
OTU3587	ASV6764, ASV8659
OTU3588	ASV6773
OTU3589	ASV6777, ASV9174
OTU3590	ASV6778
OTU3591	ASV6779
OTU3592	ASV6780
OTU3593	ASV6781
OTU3594	ASV6782
OTU3595	ASV6787
OTU3596	ASV6788
OTU3597	ASV6790
OTU3598	ASV6792
OTU3599	ASV6794, ASV8808
OTU3600	ASV6795
OTU3601	ASV6796
OTU3602	ASV6801
OTU3603	ASV6803
OTU3604	ASV6805
OTU3605	ASV6806
OTU3606	ASV6807, ASV9204
OTU3607	ASV6808
OTU3608	ASV6810
OTU3609	ASV6811
OTU3610	ASV6812
OTU3611	ASV6813
OTU3612	ASV6816
OTU3613	ASV6818, ASV8378, ASV9251
OTU3614	ASV6819
OTU3615	ASV6820
OTU3616	ASV6822
OTU3617	ASV6828
OTU3618	ASV6830
OTU3619	ASV6831
OTU3620	ASV6835
OTU3621	ASV6837
OTU3622	ASV6838
OTU3623	ASV6839
OTU3624	ASV6840
OTU3625	ASV6842
OTU3626	ASV6847
OTU3627	ASV6850
OTU3628	ASV6853
OTU3629	ASV6854
OTU3630	ASV6855
OTU3631	ASV6859
OTU3632	ASV6860
OTU3633	ASV6861
OTU3634	ASV6863
OTU3635	ASV6864
OTU3636	ASV6865
OTU3637	ASV6868, ASV8880
OTU3638	ASV6870
OTU3639	ASV6877, ASV7510
OTU3640	ASV6879
OTU3641	ASV6880, ASV8957
OTU3642	ASV6881
OTU3643	ASV6886, ASV11555
OTU3644	ASV6887
OTU3645	ASV6888
OTU3646	ASV6890
OTU3647	ASV6892, ASV8035, ASV8400
OTU3648	ASV6893
OTU3649	ASV6895
OTU3650	ASV6898
OTU3651	ASV6899
OTU3652	ASV6900
OTU3653	ASV6901
OTU3654	ASV6902
OTU3655	ASV6905
OTU3656	ASV6906
OTU3657	ASV6909
OTU3658	ASV6911
OTU3659	ASV6912
OTU3660	ASV6913
OTU3661	ASV6914
OTU3662	ASV6915
OTU3663	ASV6916
OTU3664	ASV6917
OTU3665	ASV6918
OTU3666	ASV6919
OTU3667	ASV6920
OTU3668	ASV6921
OTU3669	ASV6922, ASV8424
OTU3670	ASV6923
OTU3671	ASV6924
OTU3672	ASV6925
OTU3673	ASV6926
OTU3674	ASV6927
OTU3675	ASV6928
OTU3676	ASV6929
OTU3677	ASV6936
OTU3678	ASV6940
OTU3679	ASV6941
OTU3680	ASV6947
OTU3681	ASV6948
OTU3682	ASV6949
OTU3683	ASV6952
OTU3684	ASV6955
OTU3685	ASV6956
OTU3686	ASV6958
OTU3687	ASV6961, ASV11581
OTU3688	ASV6965
OTU3689	ASV6966
OTU3690	ASV6967
OTU3691	ASV6968
OTU3692	ASV6969
OTU3693	ASV6970
OTU3694	ASV6973
OTU3695	ASV6974
OTU3696	ASV6977
OTU3697	ASV6978, ASV7437
OTU3698	ASV6981
OTU3699	ASV6983
OTU3700	ASV6984
OTU3701	ASV6985
OTU3702	ASV6988
OTU3703	ASV6989
OTU3704	ASV6990
OTU3705	ASV6992
OTU3706	ASV6994
OTU3707	ASV6995
OTU3708	ASV6996
OTU3709	ASV6998
OTU3710	ASV7002
OTU3711	ASV7004, ASV8212, ASV11238
OTU3712	ASV7011
OTU3713	ASV7012
OTU3714	ASV7013
OTU3715	ASV7015
OTU3716	ASV7016
OTU3717	ASV7018
OTU3718	ASV7020
OTU3719	ASV7023, ASV10912
OTU3720	ASV7026
OTU3721	ASV6986, ASV7027
OTU3722	ASV7028
OTU3723	ASV7029
OTU3724	ASV464, ASV3406, ASV7031
OTU3725	ASV7032, ASV11165
OTU3726	ASV7033
OTU3727	ASV7035
OTU3728	ASV7036
OTU3729	ASV7038
OTU3730	ASV7040
OTU3731	ASV7041
OTU3732	ASV7044
OTU3733	ASV7047
OTU3734	ASV7050
OTU3735	ASV7051
OTU3736	ASV7053
OTU3737	ASV7054
OTU3738	ASV7055
OTU3739	ASV7056
OTU3740	ASV7058
OTU3741	ASV7059, ASV11500
OTU3742	ASV7060
OTU3743	ASV7062
OTU3744	ASV7063
OTU3745	ASV7065
OTU3746	ASV7066
OTU3747	ASV7067
OTU3748	ASV7068
OTU3749	ASV7073
OTU3750	ASV7074
OTU3751	ASV7075
OTU3752	ASV7076
OTU3753	ASV7077
OTU3754	ASV7078
OTU3755	ASV7079, ASV10849
OTU3756	ASV7080, ASV7781
OTU3757	ASV7081
OTU3758	ASV7082
OTU3759	ASV7083
OTU3760	ASV7084
OTU3761	ASV7088
OTU3762	ASV7089
OTU3763	ASV5152, ASV7091
OTU3764	ASV7097
OTU3765	ASV7098
OTU3766	ASV7099, ASV10181, ASV11730
OTU3767	ASV7100
OTU3768	ASV7102
OTU3769	ASV7104
OTU3770	ASV7105
OTU3771	ASV7109
OTU3772	ASV7111, ASV10911
OTU3773	ASV7113
OTU3774	ASV7115
OTU3775	ASV7119
OTU3776	ASV7121, ASV11790
OTU3777	ASV7123
OTU3778	ASV7125
OTU3779	ASV7127
OTU3780	ASV7128
OTU3781	ASV7129
OTU3782	ASV7130
OTU3783	ASV7131
OTU3784	ASV7133, ASV11323
OTU3785	ASV7134
OTU3786	ASV7136
OTU3787	ASV7138
OTU3788	ASV7139
OTU3789	ASV7140
OTU3790	ASV7141
OTU3791	ASV7142
OTU3792	ASV7143
OTU3793	ASV4690, ASV4773, ASV7144
OTU3794	ASV7145
OTU3795	ASV7148
OTU3796	ASV7149
OTU3797	ASV7151
OTU3798	ASV7152
OTU3799	ASV7153
OTU3800	ASV7154
OTU3801	ASV7155
OTU3802	ASV7157
OTU3803	ASV6057, ASV7158
OTU3804	ASV7159
OTU3805	ASV7161
OTU3806	ASV7162
OTU3807	ASV7163, ASV9936
OTU3808	ASV7164
OTU3809	ASV7167
OTU3810	ASV7168, ASV9380
OTU3811	ASV4869, ASV5201, ASV6198, ASV7169
OTU3812	ASV7170
OTU3813	ASV7171
OTU3814	ASV7173
OTU3815	ASV7174
OTU3816	ASV7175
OTU3817	ASV7176
OTU3818	ASV7177, ASV10194
OTU3819	ASV7178
OTU3820	ASV7180
OTU3821	ASV7182
OTU3822	ASV7184
OTU3823	ASV7186
OTU3824	ASV7187
OTU3825	ASV7188
OTU3826	ASV7192
OTU3827	ASV7193
OTU3828	ASV7194, ASV10685
OTU3829	ASV7202, ASV8866
OTU3830	ASV7207
OTU3831	ASV7208
OTU3832	ASV7210, ASV9053
OTU3833	ASV7211
OTU3834	ASV7212
OTU3835	ASV7217
OTU3836	ASV7218
OTU3837	ASV7219
OTU3838	ASV7222
OTU3839	ASV7223, ASV10347
OTU3840	ASV7225
OTU3841	ASV7226
OTU3842	ASV7227, ASV11191, ASV11623
OTU3843	ASV7234, ASV8804
OTU3844	ASV3963, ASV7237, ASV8455
OTU3845	ASV7238
OTU3846	ASV7240
OTU3847	ASV7242, ASV9078
OTU3848	ASV7243
OTU3849	ASV7244
OTU3850	ASV7246, ASV9451
OTU3851	ASV7248
OTU3852	ASV7249
OTU3853	ASV7251, ASV10893
OTU3854	ASV7254
OTU3855	ASV7255, ASV8103
OTU3856	ASV7256
OTU3857	ASV7258
OTU3858	ASV7260
OTU3859	ASV7261
OTU3860	ASV7263
OTU3861	ASV7264
OTU3862	ASV7267
OTU3863	ASV7269
OTU3864	ASV7270
OTU3865	ASV7272
OTU3866	ASV7273
OTU3867	ASV7276
OTU3868	ASV7277
OTU3869	ASV7278
OTU3870	ASV7279
OTU3871	ASV7282
OTU3872	ASV7285
OTU3873	ASV7288
OTU3874	ASV7289
OTU3875	ASV7290, ASV8843
OTU3876	ASV7292, ASV9644
OTU3877	ASV7293
OTU3878	ASV7295
OTU3879	ASV7296
OTU3880	ASV7298, ASV7330
OTU3881	ASV7299
OTU3882	ASV7302
OTU3883	ASV7303
OTU3884	ASV7304
OTU3885	ASV7306
OTU3886	ASV7308
OTU3887	ASV7309
OTU3888	ASV7311
OTU3889	ASV7313
OTU3890	ASV7314
OTU3891	ASV7315
OTU3892	ASV7316
OTU3893	ASV7317
OTU3894	ASV7318
OTU3895	ASV7319
OTU3896	ASV7321
OTU3897	ASV7322, ASV9692
OTU3898	ASV7323, ASV9691
OTU3899	ASV7324, ASV11248
OTU3900	ASV7325
OTU3901	ASV7327
OTU3902	ASV7328
OTU3903	ASV7332
OTU3904	ASV7333
OTU3905	ASV7336
OTU3906	ASV7338
OTU3907	ASV7339
OTU3908	ASV7340, ASV9572
OTU3909	ASV7341
OTU3910	ASV7342
OTU3911	ASV7343
OTU3912	ASV7347
OTU3913	ASV7348
OTU3914	ASV7349, ASV10769
OTU3915	ASV7350
OTU3916	ASV7352, ASV9388, ASV10565
OTU3917	ASV7355
OTU3918	ASV7358
OTU3919	ASV7359
OTU3920	ASV7360
OTU3921	ASV7362, ASV8637
OTU3922	ASV7363
OTU3923	ASV7364
OTU3924	ASV7366
OTU3925	ASV7367
OTU3926	ASV7368
OTU3927	ASV7369
OTU3928	ASV7372
OTU3929	ASV7373
OTU3930	ASV7376
OTU3931	ASV7377
OTU3932	ASV7378
OTU3933	ASV7380
OTU3934	ASV7381
OTU3935	ASV7382
OTU3936	ASV7383
OTU3937	ASV7386
OTU3938	ASV7388, ASV11912
OTU3939	ASV7389
OTU3940	ASV7392
OTU3941	ASV7393
OTU3942	ASV7394
OTU3943	ASV7400
OTU3944	ASV7401
OTU3945	ASV7402
OTU3946	ASV7405
OTU3947	ASV7406
OTU3948	ASV7407
OTU3949	ASV7410
OTU3950	ASV7411
OTU3951	ASV7412
OTU3952	ASV7413
OTU3953	ASV7414
OTU3954	ASV7417
OTU3955	ASV7418
OTU3956	ASV7419
OTU3957	ASV7421
OTU3958	ASV7422
OTU3959	ASV7424
OTU3960	ASV7425
OTU3961	ASV7431
OTU3962	ASV7432
OTU3963	ASV7434, ASV8172
OTU3964	ASV7446, ASV9436
OTU3965	ASV7447
OTU3966	ASV7448
OTU3967	ASV7449
OTU3968	ASV7450
OTU3969	ASV7452
OTU3970	ASV7453
OTU3971	ASV7456
OTU3972	ASV7457
OTU3973	ASV7458
OTU3974	ASV7459
OTU3975	ASV7460
OTU3976	ASV7461
OTU3977	ASV7462
OTU3978	ASV7466
OTU3979	ASV7467
OTU3980	ASV7471, ASV9908
OTU3981	ASV7473
OTU3982	ASV7479
OTU3983	ASV7482
OTU3984	ASV7483
OTU3985	ASV7484
OTU3986	ASV7485
OTU3987	ASV7487
OTU3988	ASV7488, ASV9826
OTU3989	ASV7491
OTU3991	ASV7496
OTU3992	ASV7497
OTU3993	ASV7498
OTU3994	ASV7499
OTU3995	ASV7501
OTU3996	ASV7503
OTU3997	ASV7507
OTU3998	ASV7509
OTU3999	ASV7511
OTU4000	ASV7512
OTU4001	ASV7513
OTU4002	ASV7514, ASV7522
OTU4003	ASV7515
OTU4004	ASV7516
OTU4005	ASV7517
OTU4006	ASV7518
OTU4007	ASV7520
OTU4008	ASV7521
OTU4009	ASV7524
OTU4010	ASV7525
OTU4011	ASV7527
OTU4012	ASV7528
OTU4013	ASV7530, ASV9507, ASV11815
OTU4014	ASV7535
OTU4015	ASV7538
OTU4016	ASV7539
OTU4017	ASV7540
OTU4018	ASV7541
OTU4019	ASV7542
OTU4020	ASV7543
OTU4021	ASV7545
OTU4022	ASV7546, ASV8605, ASV11371
OTU4023	ASV7547
OTU4024	ASV7548
OTU4025	ASV7549
OTU4026	ASV7550
OTU4027	ASV7553
OTU4028	ASV7556
OTU4029	ASV7559
OTU4030	ASV7560
OTU4031	ASV7563
OTU4032	ASV7564
OTU4033	ASV7568
OTU4034	ASV7572
OTU4035	ASV7573
OTU4036	ASV7574
OTU4037	ASV7575
OTU4038	ASV7576
OTU4039	ASV7578
OTU4040	ASV7579
OTU4041	ASV7580
OTU4042	ASV7581, ASV9385
OTU4043	ASV7582
OTU4044	ASV7584
OTU4045	ASV7585
OTU4046	ASV7586, ASV9086
OTU4047	ASV7587
OTU4048	ASV7588
OTU4049	ASV7589
OTU4050	ASV7592
OTU4051	ASV7593
OTU4052	ASV7594
OTU4053	ASV7596
OTU4054	ASV7597
OTU4055	ASV7599
OTU4056	ASV7600
OTU4057	ASV7603
OTU4058	ASV7604
OTU4059	ASV7605
OTU4060	ASV7606
OTU4061	ASV7608
OTU4062	ASV7611
OTU4063	ASV7612
OTU4064	ASV7613
OTU4065	ASV7615
OTU4066	ASV7617
OTU4067	ASV7618
OTU4068	ASV7619
OTU4069	ASV7621
OTU4070	ASV7622
OTU4071	ASV7623
OTU4072	ASV7624
OTU4073	ASV7626
OTU4074	ASV7627
OTU4075	ASV7631
OTU4076	ASV7634
OTU4077	ASV7636
OTU4078	ASV7638
OTU4079	ASV4617, ASV7639, ASV8573
OTU4080	ASV7641
OTU4081	ASV7642
OTU4082	ASV4329, ASV7643
OTU4083	ASV5988, ASV7644
OTU4084	ASV7646
OTU4085	ASV7647
OTU4086	ASV7648, ASV9844
OTU4087	ASV7649
OTU4088	ASV7653
OTU4089	ASV7654, ASV9765, ASV11381
OTU4090	ASV7656
OTU4091	ASV7657
OTU4092	ASV7659
OTU4093	ASV7660
OTU4094	ASV7661
OTU4095	ASV7664
OTU4096	ASV7665
OTU4097	ASV7666
OTU4098	ASV7667
OTU4099	ASV7669
OTU4100	ASV7670
OTU4101	ASV7673
OTU4102	ASV7675
OTU4103	ASV5085, ASV5453, ASV7677
OTU4104	ASV7678
OTU4105	ASV7679
OTU4106	ASV7680
OTU4107	ASV7681
OTU4108	ASV7682, ASV10088
OTU4109	ASV7683, ASV9800, ASV10745
OTU4110	ASV7684
OTU4111	ASV7687
OTU4112	ASV7689, ASV8766
OTU4113	ASV7690
OTU4114	ASV7691
OTU4115	ASV7692
OTU4116	ASV7695
OTU4117	ASV7697
OTU4118	ASV7703
OTU4119	ASV7704
OTU4120	ASV7706
OTU4121	ASV7707
OTU4122	ASV7712
OTU4123	ASV7713, ASV11944
OTU4124	ASV7714
OTU4125	ASV7715
OTU4126	ASV7718
OTU4127	ASV7722
OTU4128	ASV7723, ASV11287
OTU4129	ASV7724
OTU4130	ASV7725
OTU4131	ASV7726
OTU4132	ASV7727
OTU4133	ASV7728
OTU4134	ASV7729, ASV11485
OTU4135	ASV7730
OTU4136	ASV7731
OTU4137	ASV7732
OTU4138	ASV7734
OTU4139	ASV7735
OTU4140	ASV7742
OTU4141	ASV7743
OTU4142	ASV7747
OTU4143	ASV7748, ASV11405
OTU4144	ASV7749
OTU4145	ASV7750
OTU4146	ASV7751, ASV11050
OTU4147	ASV7752
OTU4148	ASV7753
OTU4149	ASV7756
OTU4150	ASV7757
OTU4151	ASV7759
OTU4152	ASV7760
OTU4153	ASV7763
OTU4154	ASV7766
OTU4155	ASV7767, ASV7981
OTU4156	ASV7768
OTU4157	ASV7769
OTU4158	ASV7770
OTU4159	ASV7771
OTU4160	ASV7772, ASV9767
OTU4161	ASV7773
OTU4162	ASV7774
OTU4163	ASV7775
OTU4164	ASV7776
OTU4165	ASV7777
OTU4166	ASV7778
OTU4167	ASV7779
OTU4168	ASV7780
OTU4169	ASV7782
OTU4170	ASV7785, ASV9690, ASV9939
OTU4171	ASV7786, ASV9425
OTU4172	ASV7789
OTU4173	ASV7790
OTU4174	ASV7791
OTU4175	ASV7793
OTU4176	ASV7794
OTU4177	ASV7795
OTU4178	ASV7796, ASV9338
OTU4179	ASV7797
OTU4180	ASV7803
OTU4181	ASV7806, ASV11093
OTU4182	ASV7807
OTU4183	ASV7808
OTU4184	ASV7810
OTU4185	ASV7813
OTU4186	ASV7818
OTU4187	ASV7820
OTU4188	ASV7821
OTU4189	ASV7822
OTU4190	ASV7823
OTU4191	ASV7826
OTU4192	ASV7827
OTU4193	ASV7829
OTU4194	ASV7830
OTU4195	ASV7832
OTU4196	ASV7835, ASV11427
OTU4197	ASV7837
OTU4198	ASV7839
OTU4199	ASV7840
OTU4200	ASV7841
OTU4201	ASV7842
OTU4202	ASV7844
OTU4203	ASV7845
OTU4204	ASV7849
OTU4205	ASV7850
OTU4206	ASV7851
OTU4207	ASV7854
OTU4208	ASV7857, ASV8527, ASV11830
OTU4209	ASV7858
OTU4210	ASV7860
OTU4211	ASV7863
OTU4212	ASV7864
OTU4213	ASV7867
OTU4214	ASV7868
OTU4215	ASV7873
OTU4216	ASV7875
OTU4217	ASV7876
OTU4218	ASV7877
OTU4219	ASV7878
OTU4220	ASV7879
OTU4221	ASV7882
OTU4222	ASV7884
OTU4223	ASV7885
OTU4224	ASV7887
OTU4225	ASV7888
OTU4226	ASV7889
OTU4227	ASV7893
OTU4228	ASV7894
OTU4229	ASV7895
OTU4230	ASV7897
OTU4231	ASV7898
OTU4232	ASV7899
OTU4233	ASV7902, ASV11250
OTU4234	ASV7905
OTU4235	ASV7907
OTU4236	ASV7909
OTU4237	ASV7910
OTU4238	ASV7913
OTU4239	ASV7916
OTU4240	ASV7917
OTU4241	ASV7918
OTU4242	ASV7919
OTU4243	ASV7920, ASV8563
OTU4244	ASV7921, ASV8862
OTU4245	ASV7922
OTU4246	ASV7923
OTU4247	ASV7927
OTU4248	ASV7928
OTU4249	ASV7931
OTU4250	ASV7932, ASV8046
OTU4251	ASV7935
OTU4252	ASV7936, ASV9770
OTU4253	ASV7937
OTU4254	ASV7938
OTU4255	ASV7943
OTU4256	ASV7944
OTU4257	ASV7947, ASV11690
OTU4258	ASV7948
OTU4259	ASV7951
OTU4260	ASV7953
OTU4261	ASV7954
OTU4262	ASV7955
OTU4263	ASV7956, ASV8052
OTU4264	ASV7959
OTU4265	ASV7960
OTU4266	ASV7963, ASV8585
OTU4267	ASV7966, ASV10656
OTU4268	ASV7967
OTU4269	ASV7968
OTU4270	ASV7969
OTU4271	ASV7970
OTU4272	ASV7971
OTU4273	ASV7972
OTU4274	ASV7975
OTU4275	ASV7976
OTU4276	ASV7977
OTU4277	ASV7983, ASV10049
OTU4278	ASV7985, ASV11764
OTU4279	ASV7988
OTU4280	ASV7989
OTU4281	ASV7990, ASV11706
OTU4282	ASV7991
OTU4283	ASV7993
OTU4284	ASV7994
OTU4285	ASV7995
OTU4286	ASV7997
OTU4287	ASV7998
OTU4288	ASV8000
OTU4289	ASV8001, ASV9016
OTU4290	ASV8002
OTU4291	ASV8004
OTU4292	ASV8005
OTU4293	ASV8008
OTU4294	ASV8015, ASV10269
OTU4295	ASV8016
OTU4296	ASV8018
OTU4297	ASV8019
OTU4298	ASV8020
OTU4299	ASV8021, ASV11936
OTU4300	ASV8024
OTU4301	ASV8025, ASV11824
OTU4302	ASV8027
OTU4303	ASV8029
OTU4304	ASV8031
OTU4305	ASV8033
OTU4306	ASV8039
OTU4307	ASV8044
OTU4308	ASV8045
OTU4309	ASV8048
OTU4310	ASV8049
OTU4311	ASV8050, ASV11200
OTU4312	ASV8055
OTU4313	ASV8056
OTU4314	ASV8058
OTU4315	ASV8059
OTU4316	ASV8060, ASV9243
OTU4317	ASV8061
OTU4318	ASV8062
OTU4319	ASV8063
OTU4320	ASV8065
OTU4321	ASV8067
OTU4322	ASV8068
OTU4323	ASV8071
OTU4324	ASV8072
OTU4325	ASV8073
OTU4326	ASV8074
OTU4327	ASV8075
OTU4328	ASV8076
OTU4329	ASV8077
OTU4330	ASV8078
OTU4331	ASV8080
OTU4332	ASV8088, ASV10330
OTU4333	ASV8089
OTU4334	ASV8090
OTU4335	ASV8092
OTU4336	ASV8093
OTU4337	ASV8094, ASV10369
OTU4338	ASV8098
OTU4339	ASV8101
OTU4340	ASV8106
OTU4341	ASV8108
OTU4342	ASV8110
OTU4343	ASV8111
OTU4344	ASV8112
OTU4345	ASV8113
OTU4346	ASV8114
OTU4347	ASV8116
OTU4348	ASV8117
OTU4349	ASV8118
OTU4350	ASV8119
OTU4351	ASV8120
OTU4352	ASV8121
OTU4353	ASV8122
OTU4354	ASV8125
OTU4355	ASV8127, ASV8876, ASV9122, ASV11924
OTU4356	ASV8128
OTU4357	ASV8129
OTU4358	ASV8130
OTU4359	ASV8139, ASV9497
OTU4360	ASV8140
OTU4361	ASV8142
OTU4362	ASV8143
OTU4363	ASV8144
OTU4364	ASV8145
OTU4365	ASV8146
OTU4366	ASV8148
OTU4367	ASV8149
OTU4368	ASV8151
OTU4369	ASV8153
OTU4370	ASV8154
OTU4371	ASV8155
OTU4372	ASV8157
OTU4373	ASV8160
OTU4374	ASV8163
OTU4375	ASV8167
OTU4376	ASV8169
OTU4377	ASV8171
OTU4378	ASV8173
OTU4379	ASV8174
OTU4380	ASV8176, ASV10867
OTU4381	ASV8179
OTU4382	ASV8180
OTU4383	ASV8181
OTU4384	ASV8183
OTU4385	ASV8185, ASV9191
OTU4386	ASV8188
OTU4387	ASV8189, ASV8334
OTU4388	ASV8190
OTU4389	ASV8192
OTU4390	ASV8195
OTU4391	ASV8196
OTU4392	ASV8197
OTU4393	ASV8198
OTU4394	ASV8199
OTU4395	ASV8200
OTU4396	ASV8202
OTU4397	ASV8203, ASV9696
OTU4398	ASV8204
OTU4399	ASV8205
OTU4400	ASV926, ASV4163, ASV8211
OTU4401	ASV8213
OTU4402	ASV8214
OTU4403	ASV8215
OTU4404	ASV8220
OTU4405	ASV8222
OTU4406	ASV8224
OTU4407	ASV8226
OTU4408	ASV8227
OTU4409	ASV8228, ASV11188
OTU4410	ASV8229
OTU4411	ASV8233
OTU4412	ASV8236
OTU4413	ASV8238
OTU4414	ASV8239
OTU4415	ASV8242
OTU4416	ASV8243, ASV9831
OTU4417	ASV8246
OTU4418	ASV8249
OTU4419	ASV8252
OTU4420	ASV8253
OTU4421	ASV8255
OTU4422	ASV8256
OTU4423	ASV8258
OTU4424	ASV8262
OTU4425	ASV8265
OTU4426	ASV8266
OTU4427	ASV8272
OTU4428	ASV8275
OTU4429	ASV8277
OTU4430	ASV8279
OTU4431	ASV8280
OTU4432	ASV8281
OTU4433	ASV8283
OTU4434	ASV8285
OTU4435	ASV8286
OTU4436	ASV8292
OTU4437	ASV8293
OTU4438	ASV8296
OTU4439	ASV8297
OTU4440	ASV8298
OTU4441	ASV8299
OTU4442	ASV8302
OTU4443	ASV8303
OTU4444	ASV8304
OTU4445	ASV8305
OTU4446	ASV8306
OTU4447	ASV8307
OTU4448	ASV8310
OTU4449	ASV8312
OTU4450	ASV8313
OTU4451	ASV8314
OTU4452	ASV8315
OTU4453	ASV8316
OTU4454	ASV8324
OTU4455	ASV8325
OTU4456	ASV8326
OTU4457	ASV8329
OTU4458	ASV8330
OTU4459	ASV8332
OTU4460	ASV8335, ASV10179
OTU4461	ASV8338, ASV8990, ASV10151
OTU4462	ASV8341
OTU4463	ASV8343
OTU4464	ASV8344
OTU4465	ASV8345
OTU4466	ASV8348
OTU4467	ASV8350
OTU4468	ASV8351
OTU4469	ASV8352
OTU4470	ASV8353
OTU4471	ASV8354
OTU4472	ASV8355
OTU4473	ASV8356
OTU4474	ASV8357
OTU4475	ASV8360
OTU4476	ASV8361, ASV9943
OTU4477	ASV8364
OTU4478	ASV8366
OTU4479	ASV8367
OTU4480	ASV8368
OTU4481	ASV8371
OTU4482	ASV8374, ASV8814
OTU4483	ASV8376
OTU4484	ASV8377
OTU4485	ASV8381
OTU4486	ASV8382
OTU4487	ASV8383
OTU4488	ASV8384, ASV10777
OTU4489	ASV8386
OTU4490	ASV8393
OTU4491	ASV8394
OTU4492	ASV8395
OTU4493	ASV8396
OTU4494	ASV8397
OTU4495	ASV8398
OTU4496	ASV8399
OTU4497	ASV8404, ASV10287
OTU4498	ASV8406
OTU4499	ASV8408
OTU4500	ASV8409
OTU4501	ASV8410
